2025-10-25 14:16:43.544776,no_buy,ETH/USD,3945.8999999999996,0,0,Low volatility (ATR)
2025-10-25 14:27:16.195833,no_buy,XRP/USD,2.60571,0,0,Low volatility (ATR)
